"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"Sagemoor Cherry Harvest Camp","","","","25","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Franklin"
"Salish Sea Water System","","","","26","Surface water","4489 Mud Bay Rd
Lopez Island, WA 98261","","","San Juan"
"Salmon La Sac CG D/Cle Elum RD","","","","25","Ground water","803 W. Second St
Cle Elum, WA 98922","","","Kittitas"
"Salmon La Sac CG E/Cle Elum RD","","","","25","Ground water","803 W. Second St
Cle Elum, WA 98922","","","Kittitas"
"Salmon La Sac CG F/Cle Elum RD","","","","25","Ground water","803 W. Second St
Cle Elum, WA 98922","","","Kittitas"
"Salmon La Sac CG G/Cle Elum RD","","","","25","Ground water","803 W. Second St
Cle Elum, WA 98922","","","Kittitas"
"Salmon La Sac CG I/Cle Elum RD","","","","25","Ground water","803 W. Second St
Cle Elum, WA 98922","","","Kittitas"
"Sand Slope Acres","","","","96","Ground water","PO Box 2061
Moses Lake, WA 98837","","","Grant"
"Sandy Point Mobile Home Park","","","","29","Ground water","5943 Road J SE, Unit 1
Moses Lake, WA 98837","","","Grant"
"Satsop Business Park","","","","544","Groundwater under influence of surface water","PO Box 660
Aberdeen, WA 98520","","","Grays Harbor"
"Scatter Creek Ranch #760","","","","268","Ground water","1230 Ruddell Rd SE
Lacey, WA 98503","","","Thurston"
"Schaake Rd Housing","","","","25","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Adams"
"Schilter Family Farm Store","","","","1,056","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"Schoonover Hutterian Brethren","","","","63","Ground water","2194 N Schoonover Rd
Odessa, WA 99159","","","Adams"
"Seabold Community Hall","","","","25","Ground water","7666 High School Road
Bainbridge Island, WA 98110","","","Kitsap"
"Seabold United Methodist Church","","","","190","Ground water","
,  ","","","Kitsap"
"Seattle Rifle and Pistol","","","","25","Ground water","PO Box 123
Port Orchard, WA 98366","","","Snohomish"
"Seven Oaks Driving Range WS","","","","25","Ground water","12611 84th Str NE
Lake Stevens, WA 98258","","","Snohomish"
"Sexton","","","","35","Ground water","3220 MADRONA BCH RD NW
OLYMPIA, WA 98502","","","Thurston"
"Shangri-La Ranch Park","","","","6","Ground water","27442 State Hwy 104 NE
Kingston, WA 98346-9491","","","Columbia"
"Shaw General Store","","","","41","Ground water","PO Box 455
Shaw Island, WA 98286","","","San Juan"
"Shelton Valley Child Development","","","","25","Ground water","PO Box 123
Port Orchard, WA 98366","","","Mason"
"Sheridan Vineyards","","","","28","Ground water","2980 Gilbert Rd
Zillah, WA 98953","","","Yakima"
"Ships Pass Water Association","","","","22","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"Shorecrest Estates Water Co","","","","1,320","Ground water","50 E SYLVAN LN
SHELTON, WA 98584","","","Mason"
"Shot Glass Bar & Grill","","","","100","Ground water","37011 N Newport Hwy
Chattaroy, WA 99003","","","Spokane"
"Shuler Housing Water System","","","","25","Ground water","46002 N District Line Rd
Prosser, WA 99350","","","Benton"
"Sierra Water System","","","","355","Ground water","14515 Pioneer Way E
Puyallup, WA 98372","","","Pierce"
"Silver Creek Well","","","","9","Ground water","Consultares, Inc
PO Box 608
Issaquah, WA 98027","","","Pierce"
"Silver Fir Campground East","","","","63","Ground water","675 Gilman St
Palo Alto, CA 94301","","","Whatcom"
"Silver Fir Campground West","","","","25","Ground water","675 Gilman St
Palo Alto, CA 94301","","","Whatcom"
"Silver Lake Winery","","","","25","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
"Skamokawa Water System","","","","232","Ground water","PO Box 248
CATHLAMET, WA 98612","","","Wahkiakum"
"Skeel Roads Water System","","","","50","Ground water","PO Box 123
Port Orchard, WA 98366","","","Douglas"
"Ski View Estates","","","","45","Ground water","8405 Ski View Ln SW
Olympia, WA 98512","","","Thurston"
"Sky Meadows Community Assoc.","","","","58","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"Skyline East Orchard","","","","93","Ground water","305 Olds Station Rd
Wenatchee, WA 98801","","","Grant"
"Skyline South FWH","","","","27","Ground water","305 Olds Station Rd
Wenatchee, WA 98801","","","Grant"
"Skyview","","","","110","Ground water","7511 Greenwood Ave N, Unit #4011
Seattle, WA 98103-4627","","","Snohomish"
"Smallwoods Harvest Water System","","","","25","Ground water","845 Crawford Ave.
Wenatchee, WA 98801","","","Chelan"
"Smokiam RV Resort","","","","343","Ground water","22818 Hwy 17 N
Soap Lake, WA 98851","","","Grant"
"Snake River Housing Water System","","","","3,936","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Walla Walla"
"Snug Harbor Resort Water System","","","","127","Surface water","PO Box 1536
Friday Harbor, WA 98250","","","San Juan"
"Soaring Eagle #6","","","","81","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Grant"
"Solmar Water","","","","895","Ground water","PO Box 1989
Sequim, WA 98382","","","Clallam"
"South Bay Grange No. 250","","","","25","Ground water","5213 Blvd. Ext. SE
Olympia, WA 98501","","","Thurston"
"South Bay Utility LLC","","","","220","Ground water","3422 South Bay Rd NE
Olympia, WA 98506","","","Thurston"
"South Bend Water Department","","","","2,930","Surface water","PO Box 9
South Bend, WA 98586","","","Pacific"
"South Pebble Beach","","","","11","Ground water","4067 Saratoga View Walk
Camano Island, WA 98282","","","Island"
"Southend Water System","","","","75","Ground water","3024 Mud Bay Road
Lopez, WA 98261","","","San Juan"
"Spanaway Food & Deli","","","","52","Ground water","1620 180th St SW
Lynnwood, WA 98037-4054","","","Pierce"
"Spencers Landing Water System","","","","30","Surface water","PO Box 546
Lopez, WA 98261","","","San Juan"
"Sportfisher Housing","","","","100","Ground water","PO Box 394
Cle Elum, WA 98922","","","Benton"
"Squirrel Tree Resort","","","","100","Ground water","PO Box 843
Levenworth, WA 98826","","","Chelan"
"Sravasti Abbey Water System","","","","33","Ground water","692 Country Lane
Newport, WA 99156","","","Pend Oreille"
"St. Basils Academy","","","","25","Ground water","2346 S Wilbur Ave
Walla Walla, WA 99362","","","Walla Walla"
"Stadelman-Zillah Camp 1","","","","25","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
"Stagecoach RV Park","","","","37","Ground water","16201 N Wenas Rd
Selah, WA 98942","","","Yakima"
"Stanwood Deli & Gas","","","","299","Ground water","9704 55th St NE
Tacoma, WA 98422","","","Snohomish"
"Starkenburg Water System","","","","32","Ground water","PO Box 345
Wilbur, WA 99185","","","Lincoln"
"Stars Early Learning Center","","","","50","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
"Stavis 1","","","","30","Ground water","7511 Greenwood Ave N, Unit #4011
Seattle, WA 98103-4627","","","Kitsap"
"Stavis View Estates","","","","30","Ground water","7019 Cadmar Ln NW
SEABECK, WA 98380","","","Kitsap"
"Steamboat Rock - Northrup Point","","","","164","Ground water","34875 Park Lake Rd NE
Coulee City, WA 99115","","","Grant"
"Steamboat Rock State Park #1","","","","2,907","Ground water","34875 Park Lake Rd. NE.
Coulee city, WA 99115","","","Grant"
"Stemilt Associates - Mattawa","","","","25","Ground water","PO Box 394
Cle Elum, WA 98922","","","Grant"
"Stevens Pass Nordic Center","","","","101","Ground water","PO Box 609
Leavenworth, WA 98826","","","Chelan"
"Stevens RV Park & Moorage","","","","103","Ground water","22238 S Kamrath Rd
Oregon City, OR 97045","","","Cowlitz"
"Stokely #1 - Evans Rd FWH","","","","25","Ground water","PO Box 249
Grandview, WA 98930","","","Benton"
"Stonewater Ranch","","","","154","Ground water","19537 Chiwawa Loop Rd
Leavenworth, WA 98826","","","Chelan"
"Strand SJD","","","","36","Ground water","PO Box 56
Cowiche, WA 98923","","","Yakima"
"Summit Pacific Medical Center","","","","25","Ground water purchased","PO Box 2026
Shelton, WA 98584-5034","","","Grays Harbor"
"Sun Basin Campground","","","","1","Ground water","PO Box 249
Ephrata, WA 98823","","","Grant"
"SunRay Housing","","","","99","Ground water","PO Box 776
Royal City, WA 99357","","","Grant"
"Sundquist TWH-Terrace Heights","","","","192","Ground water","PO Box 1308
Yakima, WA 98901","","","Yakima"
"Sunrise Terrace Community LLC","","","","152","Ground water","585 Bethel Ave Suite 202
Port Orchard, WA 98366","","","Pierce"
"Sunset Orchards","","","","30","Ground water","3107 River Rd
Yakima, WA 98902","","","Yakima"
"Sunwood Graham","","","","315","Ground water","7511 Greenwood Ave N, Unit #4011
Seattle, WA 98103-4627","","","Pierce"
"Sweet Note Farmworker Housing","","","","96","Ground water","305 Olds Station Road
Wenatchee, WA 98801","","","Grant"
"Swift Creek Campground Water System","","","","132","Ground water","675 Gilman St
Palo Alto, CA 94301","","","Whatcom"
"Sylvan Terrace Condominiums","","","","64","Ground water","PO Box 2026
Shelton, WA 98584-5034","","","Thurston"
"T & T Farmworker Housing","","","","66","Ground water","21284 State Route 28
Quincy, WA 98848","","","Grant"
"T-11 Farmworker Housing","","","","99","Ground water","305 Olds Station Rd
Wenatchee, WA 98801","","","Grant"
"TACOMA COUNTRY ESTATES","","","","119","Ground water","PO Box 123
Port Orchard, WA 98366","","","Pierce"
"TACOMA NARROWS AIRPORT","","","","202","Ground water","13315 Goodnough Dr NW
Gig Harbor, WA 98332-8640","","","Pierce"
"TACOMA SPORTSMEN S CLUB INC.","","","","29","Ground water","16409 Canyon Rd E
Puyallup, WA 98373","","","Pierce"
"TACOMA WATER DIVISION CITY OF","http://www.mytpu.org/tacomawater/water-quality/water-quality-reports.htm","","","319,028","Surface water","PO BOX 11007
TACOMA, WA 98411","","","Pierce"
"TAHOMA MEADOWS-694","","","","80","Ground water","1230 Ruddell Rd SE
Lacey, WA 98503","","","Thurston"
"TAHOMA VALLEY COUNTRY CLUB","","","","50","Ground water","H&R WATERWORKS, INC.
PO BOX 676
EAST OLYMPIA, WA 98540","","","Thurston"
"TAHOMA WOODS","","","","69","Ground water","55210 238th Ave E
Ashford, WA 98304","","","Pierce"
"TAHUYEH LAKE COMMUNITY CLUB","","","","560","Ground water","PO Box 123
Port Orchard, WA 98366","","","Kitsap"
"TAIDNAPAM PARK","","","","410","Ground water","PO Box 109
Silver Creek, WA 98585","","","Lewis"
"TALA POINT","","","","45","Ground water","7511 Greenwood Ave N, Unit #4011
Seattle, WA 98103-4627","","","Jefferson"
"TALCOTT RIDGE-695","","","","102","Ground water","1230 Ruddell Rd SE
Lacey, WA 98503","","","Thurston"
"TALL CEDARS ESTATES WATER ASSOC.","","","","100","Ground water","7021 TALL CEDAR LN
FERNDALE, WA 98248","","","Whatcom"
"TALL CHIEF RESORT","","","","136","Ground water","29290 SE 8th St
Fall City, WA 98024","","","King"
"TALL FIRS ASSESSORS PLAT","","","","25","Ground water","5120 164th Pl NW
Stanwood, WA 98292","","","Snohomish"
"TALL FIRS MOBILE HOME PARK","","","","177","Ground water","PO Box 44045
Tacoma, WA 98444","","","Thurston"
"TALL TIMBER HOMEOWNERS ASSN","","","","3","Ground water","505 N Kansas Ave
East Wenatchee, WA 98802","","","Chelan"
"TALL TIMBER RANCH WATER SYSTEM","","","","138","Ground water","27875 White River Rd
Leavenworth, WA 98826","","","Chelan"
"TALMO - SUTHERLAND","","","","40","Ground water","PO Box 123
Port Orchard, WA 98366","","","Pierce"
"TAMOSHAN","","","","260","Ground water","9605 Tilley Rd. South
Olympia, WA 98512","","","Thurston"
"TANEUM CAMPGROUND/CLE ELUM RD","","","","39","Ground water","CLE ELUM RANGER DISTRICT
803 SECOND ST
CLE ELUM, WA 98922","","","Kittitas"
"TANGLEWOOD MOBILE HOME PARK","","","","63","Ground water","1010 Washington Street, Ste 260
Vancouver, WA 98660","","","Thurston"
"TAPPS ISLAND WATER SYSTEM","","","","1,500","Ground water","20818 Island Park Way E
Lake Tapps, WA 98391","","","Pierce"
"TATOOSH WATER COMPANY","","","","387","Ground water","14263 Calhoun Rd
Mount Vernon, WA 98273","","","Snohomish"
"TAYLOR BAY BEACH CLUB INC","","","","175","Ground water","26208 41st Ave E
Spanaway, WA 98387","","","Pierce"
"TAYLOR CUTOFF 33","","","","86","Ground water","1133 Highway 6
Chehalis, WA 98532","","","Clallam"
"TAYLOR R RD FARMWORKER HOUSING","","","","25","Ground water","PO Box 394
Cle Elum, WA 98922","","","Grant"
"TAYLOR ROAD WATER SYSTEM","","","","50","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"TAYLOR STATION","","","","314","Ground water","PO Box 123
Port Orchard, WA 98366","","","Mason"
"TAYLOR UNITED","","","","42","Ground water","130 SE Lynch Rd
Shelton, WA 98584","","","Mason"
"TEAMSTERS 313 REC AREA","","","","49","Ground water","380 E TEAMSTERS DR
SHELTON, WA 98584","","","Mason"
"TEANAWAY HEIGHTS WATER & ROAD ASSN","","","","26","Ground water","PO Box 394
Cle Elum, WA 98922","","","Kittitas"
"TEDDY BEAR CORNER","","","","60","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
"TEKOA CITY OF","","","","1,036","Ground water","PO Box 554
Tekoa, WA 99033","","","Whitman"
"TEL COMPANY 3","","","","70","Ground water","PO Box 549
Freeland, WA 98249","","","Island"
"TEL COMPANY 4","","","","65","Ground water","PO Box 549
Freeland, WA 98249","","","Island"
"TEL COMPANY#1","","","","185","Ground water","PO Box 549
Freeland, WA 98249","","","Island"
"TELFORD REST AREA","","","","800","Ground water","1407 Morgan St
Davenport, WA 99122","","","Lincoln"
"TEMPLINS INC","","","","41","Ground water","2008 N Durry Rd
Sprague, WA 99032-5001","","","Adams"
"TEMPO LAKE WATER CO","","","","234","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"TEN FOUR","","","","25","Ground water","21971 N Hwy. 101
Shelton, WA 98584","","","Mason"
"TERONDA WEST COUNTRY CLUB ASSN.","","","","127","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"TERRACE PARK WATER ASSOCIATION","","","","50","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
"TERRY LANE # 354","","","","308","Ground water","1230 Ruddell Rd. SE.
Lacey, WA 98503","","","Pierce"
"TERWILLEGER","","","","31","Ground water","314 - 88 FROST RD
WINLOCK, WA 98596","","","Lewis"
"THE GALLEY WATER SYSTEM","","","","56","Ground water","3365 Fisherman Bay Rd
Lopez, WA 98261","","","San Juan"
"THE LOGS RESTAURANT","","","","3","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Klickitat"
"THE MEADOWS WATER SYSTEM LLC","","","","127","Ground water","PO BOX 2428
KIRKLAND, WA 98083","","","King"
"THEODORE HOSS SPORTS COMPLEX","","","","304","Ground water","7920 186th Ave SW
Rochester, WA 98579","","","Thurston"
"THORNTON WATER ASSOCIATION","","","","55","Ground water","PO Box 1799
Ferndale, WA 98248","","","Whatcom"
"THOUSAND TRAILS - LEAVENWORTH","","","","185","Ground water","604 Briarwood Dr
East Wenatchee, WA 98802","","","Chelan"
"THOUSAND TRAILS - QUILCENE","","","","4","Ground water","13116 134TH AVENUE KPN
GIG HARBOR, WA 98329","","","Jefferson"
"THREE BROTHERS WINERY","","","","36","Ground water","Three Brothers Winery
2411 NE 244th St
Ridgefield, WA 98642","","","Clark"
"THREE FINGERS","","","","78","Ground water","PO Box 123
Port Orchard, WA 98366","","","Mason"
"THREE LAKES WATER ASSOCIATION ","","","","2,143","Surface water purchased","PO Box 24
Snohomish, WA 98291","","","Snohomish"
"THREE LAKES WATER DISTRICT","","","","612","Ground water","2898 W Malaga
Malaga, WA 98828","","","Chelan"
"THREE PONDS MOBILE PARK & APTS.","","","","113","Ground water","28641 SE 225th St
Maple Valley, WA 98038-6920","","","Pierce"
"THREE RIVERS WINERY","","","","32","Ground water","5641 Old Hwy 12
Walla, WA 99362","","","Walla Walla"
"THUNDER RIDGE WATER SYSTEM","","","","145","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"THUNDERBIRD TERRACE WATER SYSTEM","","","","75","Surface water","24733 139th St SE
Monroe, WA 98272","","","Snohomish"
"TIERRA","","","","41","Ground water","12000 Sunitsch Canyon Rd
Leavenworth, WA 98826","","","Chelan"
"TIETON HILLS WATER CO","","","","75","Ground water","1302 S. 1st Ave.
Yakima, WA 98902","","","Yakima"
"TIETON WATER DEPT CITY OF","","","","1,475","Ground water","PO Box 357
Tieton, WA 98947","","","Yakima"
"TIFFANYS RESORT","","","","69","Ground water","58 Tiffany Rd.
Republic, WA 99166","","","Ferry"
"TIGER LAKE TERRACE TRACTS","","","","70","Ground water","21971 N Hwy. 101
Shelton, WA 98584","","","Mason"
"TIGER MTN TRACTS","","","","30","Ground water","27035 SE 156th St
Issaquah, WA 98027","","","King"
"TIGER MUSEUM DOMESTIC WS","","","","60","Ground water","PO Box 603
Ione, WA 99139","","","Pend Oreille"
"TIGER TRACTS ","","","","90","Ground water","PO Box 592
Loon Lake, WA 99148","","","Stevens"
"TILLEY MAINTENANCE FACILITY","","","","200","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"TILLICUM BEACH ASSN","","","","75","Ground water","14263 Calhoun Rd
Mount Vernon, WA 98273","","","Island"
"TILLICUM BEACH INC","","","","13","Ground water","5034 45th Ave. NE.
Seattle, WA 98105-2945","","","Mason"
"TILTON RIVER MOBILE HOME PARK","","","","50","Ground water","PO Box 780
Napavine, WA 98565","","","Lewis"
"TIMARU COMMUNITY WATER ASSOCIATION","","","","27","Ground water","70 NE Midway Blvd
Oak Harbor, WA 98277","","","Island"
"TIMBERLAKE COMMUNITY CLUB INC","","","","2,337","Ground water","2880 E TIMBERLAKE DR W
SHELTON, WA 98584","","","Mason"
"TIMBERLAND LIBRARY SALKUM","","","","42","Ground water","PO Box 120
Salkum, WA 98542","","","Lewis"
"TIMBERLANE MOBILE ESTATES","","","","120","Ground water","4707 Black Lake Belmore Rd SW
Olympia, WA 98512-6634","","","Thurston"
"TIMBERLANE MOBILE HOME PARK","","","","63","Ground water","PO Box 780
Napavine, WA 98565","","","Lewis"
"TIMBERLANE VILLAGE WATER","","","","51","Ground water","PO Box 36
Baring, WA 98224-0036","","","King"
"TIMBERLINE ESTATES","","","","14","Ground water","PO Box 187
Copalis, WA 98535","","","Grays Harbor"
"TIMBERLINE MOBILE HOME PARK","","","","240","Ground water","PO Box 123
Port Orchard, WA 98366","","","Spokane"
"TIMBERLINE WATER USERS","","","","63","Ground water purchased","PO Box 751
Peshastin, WA 98847","","","Chelan"
"TINKHAM CAMPGROUND","","","","57","Ground water","675 Gilman St
Palo Alto, CA 94301","","","King"
"TNT FARMWORKER HOUSING","","","","45","Ground water","PO Box 394
Cle Elum, WA 98922","","","Grant"
"TOAD HOLLER","","","","27","Ground water","Northwest Water Systems
PO Box 123
Port Orchard, WA 98366","","","Kitsap"
"TOKELAND CO OP","","","","42","Ground water","PO Box 416
Tokeland, WA 98590-0416","","","Pacific"
"TOKUL CREEK COMMUNITY","","","","34","Ground water","38528 SE 45th PL
Snoqualmie, WA 98065","","","King"
"TOLEDO GIRLS SOFTBALL","","","","8","Ground water","PO BOX 469
TOLEDO, WA 98591","","","Lewis"
"TOLEDO MUNICIPAL","","","","1,758","Ground water","PO BOX 236
TOLEDO, WA 98591","","","Lewis"
"TOLMIE COVE","","","","125","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"TOLMIE PARK 239","","","","195","Ground water","1230 Ruddell Rd. SE.
Lacey, WA 98503","","","Thurston"
"TOLMIE STATE PARK","","","","683","Ground water","12245 Tilley Rd SW
Olympia, WA 98512","","","Thurston"
"TONASKET WATER SYSTEM","","","","2,392","Ground water","PO Box 266
Tonasket, WA 98855","","","Okanogan"
"TOOP WATER ASSN INC","","","","80","Ground water","1302 S. 1st Ave.
Yakima, WA 98902","","","Yakima"
"TOP MART","","","","100","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
