PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Primacy Type,Primary Source,Activity Status,Deactivation Date,Population Served Count,Population Category,Rule Name,Violation Code,Violation Type,Violation Category Code,Is Health Based,Contaminant Name,Compliance Period Begin Date,Compliance Period End Date,Compliance Status,RTC Date,Enforcement Action Type Code,Enforcement Action Description,Is Major Violation,Severity Indicator Count,Public Notification Tier,Violation First Reported Date
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,1-Trichloroethane",1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbon tetrachloride,1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloropropane",1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Trichloroethylene,1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,2-Trichloroethane",1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Tetrachloroethylene,1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,CHLOROBENZENE,1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzene,1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Toluene,1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Ethylbenzene,1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Styrene,1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
MA2153000,LEOMINSTER WATER DIVISION,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"40,490",Large,Arsenic,3,"Monitoring, Regular",MR,N,Arsenic,1-Apr-02,30-Jun-02,Returned to Compliance,25-Feb-03,SOX,State Compliance achieved,N,-,3,8-Apr-03
MA2153000,LEOMINSTER WATER DIVISION,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"40,490",Large,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Barium,1-Apr-02,30-Jun-02,Returned to Compliance,25-Feb-03,SOX,State Compliance achieved,N,-,3,8-Apr-03
MA2153000,LEOMINSTER WATER DIVISION,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"40,490",Large,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Cadmium,1-Apr-02,30-Jun-02,Returned to Compliance,25-Feb-03,SOX,State Compliance achieved,N,-,3,8-Apr-03
MA2153000,LEOMINSTER WATER DIVISION,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"40,490",Large,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Chromium,1-Apr-02,30-Jun-02,Returned to Compliance,25-Feb-03,SOX,State Compliance achieved,N,-,3,8-Apr-03
MA2153000,LEOMINSTER WATER DIVISION,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"40,490",Large,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,CYANIDE,1-Apr-02,30-Jun-02,Returned to Compliance,25-Feb-03,SOX,State Compliance achieved,N,-,3,8-Apr-03
MA2153000,LEOMINSTER WATER DIVISION,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"40,490",Large,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Fluoride,1-Apr-02,30-Jun-02,Returned to Compliance,25-Feb-03,SOX,State Compliance achieved,N,-,3,8-Apr-03
MA2153000,LEOMINSTER WATER DIVISION,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"40,490",Large,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Mercury,1-Apr-02,30-Jun-02,Returned to Compliance,25-Feb-03,SOX,State Compliance achieved,N,-,3,8-Apr-03
MA2153000,LEOMINSTER WATER DIVISION,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"40,490",Large,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Nickel,1-Apr-02,30-Jun-02,Returned to Compliance,25-Feb-03,SOX,State Compliance achieved,N,-,3,8-Apr-03
MA2153000,LEOMINSTER WATER DIVISION,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"40,490",Large,Nitrates,3,"Monitoring, Regular",MR,N,Nitrate,1-Apr-02,30-Jun-02,Returned to Compliance,25-Feb-03,SOX,State Compliance achieved,N,-,3,8-Apr-03
MA2153000,LEOMINSTER WATER DIVISION,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"40,490",Large,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Selenium,1-Apr-02,30-Jun-02,Returned to Compliance,25-Feb-03,SOX,State Compliance achieved,N,-,3,8-Apr-03
MA2153000,LEOMINSTER WATER DIVISION,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"40,490",Large,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Antimony, Total",1-Apr-02,30-Jun-02,Returned to Compliance,25-Feb-03,SOX,State Compliance achieved,N,-,3,8-Apr-03
MA2153000,LEOMINSTER WATER DIVISION,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"40,490",Large,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Beryllium, Total",1-Apr-02,30-Jun-02,Returned to Compliance,25-Feb-03,SOX,State Compliance achieved,N,-,3,8-Apr-03
MA2153000,LEOMINSTER WATER DIVISION,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"40,490",Large,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Thallium, Total",1-Apr-02,30-Jun-02,Returned to Compliance,25-Feb-03,SOX,State Compliance achieved,N,-,3,8-Apr-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"cis-1,2-Dichloroethylene",1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"Xylenes, Total",1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,DICHLOROMETHANE,1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,o-Dichlorobenzene,1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,p-Dichlorobenzene,1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1-Dichloroethylene",1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"trans-1,2-Dichloroethylene",1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloroethane",1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,1-Trichloroethane",1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbon tetrachloride,1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloropropane",1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Trichloroethylene,1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,2-Trichloroethane",1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Tetrachloroethylene,1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,CHLOROBENZENE,1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzene,1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Toluene,1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Ethylbenzene,1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
IL0970840,LAKE VILLA,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"8,829",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Styrene,1-Apr-02,30-Jun-02,Returned to Compliance,31-Jul-02,SIE,State Public Notification requested,Y,-,3,28-Mar-03
FL6421144,MARION OAKS SUBDIVISION (5 WTPS),Region 4,Florida,Community water system,State,Ground water,Active,-,"19,401",Large,Total Coliform Rule,26,"Monitoring, Repeat Minor (TCR)",MR,N,Coliform (TCR),1-Apr-02,30-Apr-02,Known,-,-,-,N,-,3,6-Sep-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",1-Apr-02,30-Jun-02,Returned to Compliance,20-Feb-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"cis-1,2-Dichloroethylene",1-Apr-02,30-Jun-02,Returned to Compliance,20-Feb-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"Xylenes, Total",1-Apr-02,30-Jun-02,Returned to Compliance,20-Feb-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,DICHLOROMETHANE,1-Apr-02,30-Jun-02,Returned to Compliance,20-Feb-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,o-Dichlorobenzene,1-Apr-02,30-Jun-02,Returned to Compliance,20-Feb-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,p-Dichlorobenzene,1-Apr-02,30-Jun-02,Returned to Compliance,20-Feb-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1-Dichloroethylene",1-Apr-02,30-Jun-02,Returned to Compliance,20-Feb-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"trans-1,2-Dichloroethylene",1-Apr-02,30-Jun-02,Returned to Compliance,20-Feb-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloroethane",1-Apr-02,30-Jun-02,Returned to Compliance,20-Feb-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,1-Trichloroethane",1-Apr-02,30-Jun-02,Returned to Compliance,20-Feb-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbon tetrachloride,1-Apr-02,30-Jun-02,Returned to Compliance,20-Feb-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloropropane",1-Apr-02,30-Jun-02,Returned to Compliance,20-Feb-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Trichloroethylene,1-Apr-02,30-Jun-02,Returned to Compliance,20-Feb-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,2-Trichloroethane",1-Apr-02,30-Jun-02,Returned to Compliance,20-Feb-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Tetrachloroethylene,1-Apr-02,30-Jun-02,Returned to Compliance,20-Feb-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,CHLOROBENZENE,1-Apr-02,30-Jun-02,Returned to Compliance,20-Feb-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzene,1-Apr-02,30-Jun-02,Returned to Compliance,20-Feb-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Toluene,1-Apr-02,30-Jun-02,Returned to Compliance,5-May-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Ethylbenzene,1-Apr-02,30-Jun-02,Returned to Compliance,1-May-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Styrene,1-Apr-02,30-Jun-02,Returned to Compliance,1-May-03,SOX,State Compliance achieved,Y,-,3,14-Dec-02
FL2020204,MACCLENNY WTP,Region 4,Florida,Community water system,State,Ground water,Active,-,"6,391",Medium,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Apr-02,30-Apr-02,Known,-,-,-,-,-,2,6-Sep-02
IL1195110,HOLIDAY SHORES SD,Region 5,Illinois,Community water system,State,Surface water,Active,-,"3,387",Medium,Surface Water Treatment Rule,36,Monitoring of Treatment (SWTR-Filter),MR,N,Surface Water Treatment Rule,1-Apr-02,30-Apr-02,Returned to Compliance,16-May-02,SIF,State Public Notification received,Y,-,3,28-Mar-03
IL1970450,JOLIET,Region 5,Illinois,Community water system,State,Ground water,Active,-,"148,693",Extra Large,Radionuclides,2,"Maximum Contaminant Level Violation, Average",MCL,Y,"Gross Alpha, Excl. Radon and U",1-Apr-02,30-Sep-02,Returned to Compliance,13-Feb-06,-,-,-,-,2,28-Mar-03
IN5221001,CONNERSVILLE UTILITIES,Region 5,Indiana,Community water system,State,Ground water,Active,-,"15,000",Large,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Apr-02,30-Apr-02,Returned to Compliance,3-Apr-13,SOX,State Compliance achieved,-,-,2,6-Sep-02
